,wavelength,oxy,deoxy,water,fat,collagen,mel,musp
276,926,6.5693,4.1359,0.14979,0.126,0.052718,87.242,11.244000000000002
277,927,6.5629,4.1244,0.15558,0.1282,0.053105999999999993,86.929,11.224
278,928,6.5565,4.113,0.16138,0.1299,0.05349400000000001,86.618,11.205
279,929,6.5501,4.1016,0.16717,0.1307,0.053882000000000006,86.30799999999998,11.185
280,930,6.5436,4.0902,0.17296,0.131,0.054270000000000006,85.999,11.166
281,931,6.5372,4.0593,0.1824,0.1299,0.053475999999999996,85.69200000000002,11.147
282,932,6.5308,4.0283,0.19184,0.1283,0.05268200000000001,85.38600000000002,11.128
283,933,6.5243,3.9889,0.20128,0.1253,0.051888,85.08200000000002,11.109000000000002
284,934,6.5179,3.9495,0.21072,0.1218,0.051094,84.779,11.089
285,935,6.5136,3.9102,0.22016,0.1175,0.0503,84.477,11.071
286,936,6.5094,3.8709,0.22961,0.1126,0.050128,84.177,11.052
287,937,6.5072,3.8315,0.23905,0.107,0.049956,83.87799999999999,11.033
288,938,6.5051,3.7921,0.24849,0.1008,0.049784,83.581,11.014
289,939,6.5029,3.7527,0.25793,0.09433,0.049612,83.285,10.995
290,940,6.5008,3.7133,0.26737,0.08753999999999999,0.04944,82.99,10.977
291,941,6.4986,3.6739,0.27963000000000005,0.08088,0.049376,82.697,10.958
292,942,6.4965,3.6344,0.2919,0.07446,0.049312,82.405,10.94
293,943,6.4944,3.5857,0.30416,0.06822,0.049248,82.11399999999998,10.921
294,944,6.4922,3.537,0.31642,0.0625,0.049184,81.825,10.903
295,945,6.4869,3.4849,0.32869,0.05704,0.04912,81.53699999999998,10.885
296,946,6.4815,3.4329,0.34095,0.05234,0.049218,81.25,10.866
297,947,6.4729,3.3808,0.35321,0.04802,0.049316000000000006,80.965,10.848
298,948,6.4644,3.3288,0.36547,0.04445,0.049414,80.681,10.83
299,949,6.4558,3.2768,0.37774,0.041089999999999995,0.049512,80.398,10.812
300,950,6.4472,3.2249,0.39,0.037989999999999996,0.04961,80.117,10.794
301,951,6.4387,3.1745,0.393,0.03519,0.050074,79.836,10.776
302,952,6.4301,3.124,0.396,0.03274,0.050538,79.558,10.759
